"Project","Primary","trackID","From","To","Type","Ownership","Note","Connected","modin","modout","status"
"Iron River Area","FR418","DEAD218","FR418",NA,"Trail","Public",NA,"FR41801, NA",2023-12-19 20:31:27.956985,2024-03-05 17:09:04.685453,"EXISTING"
"Iron River Area","FR418","DEAD219","FR418",NA,"Trail","Public",NA,"FR41801, NA",2023-12-19 20:31:27.931005,2024-03-05 17:09:04.700445,"EXISTING"
"Iron River Area","FR418","DEAD220","FR418",NA,"Trail","Public",NA,"FR41801, NA",2023-12-19 20:31:16.586596,2024-03-05 17:09:04.713449,"EXISTING"
"Iron River Area","FR418","DEAD221","FR418",NA,"Trail","Public",NA,"FR41801, NA",2023-12-19 20:31:26.248959,2024-03-05 17:09:04.728428,"EXISTING"
"Iron River Area","FR449","DEAD222","FR449",NA,"Trail","Public","Pretty vista view","FR44902, NA",2023-12-20 16:58:00.232515,2024-03-05 17:09:04.744419,"EXISTING"
"Iron River Area","FR449","DEAD223","FR449",NA,"Trail","Public",NA,"FR44902, NA",2023-12-20 16:58:22.62146,2024-03-05 17:09:04.76141,"EXISTING"
"Iron River Area","FR423","DEAD224","FR423",NA,"Trail","Public","Pretty vista view","TR42301, NA",2023-12-20 16:59:45.048271,2024-03-05 17:09:04.774401,"EXISTING"
"Iron River Area","FR241A","DEAD225","FR241A",NA,"Trail","Public",NA,"FR241A01, NA",2023-12-21 13:18:50.820765,2024-03-05 17:09:04.79039,"EXISTING"
"Iron River Area","FR241A","DEAD226","FR241A",NA,"Trail","Public",NA,"FR241A02, NA",2023-12-21 13:18:57.833355,2024-03-05 17:09:04.910324,"EXISTING"
"Iron River Area","FR241A","DEAD227","FR241A",NA,"Trail","Public",NA,"FR241A02, NA",2023-12-21 13:19:04.82844,2024-03-05 17:09:04.925333,"EXISTING"
"Iron River Area","Cutoff Rd","DEAD228","Cutoff Rd",NA,"Trail","Public",NA,"CTOF01, NA",2023-12-23 16:35:59.774748,2024-03-05 17:09:04.936327,"EXISTING"
"Iron River Area","Cutoff Rd","DEAD229","Unnamed off Cutoff Rd",NA,"Trail","Public",NA,"TRCO01, NA",2023-12-23 16:36:30.287498,2024-03-05 17:09:04.949301,"EXISTING"
"Iron River Area","Sutherland Rd","DEAD230","Sutherland Rd",NA,"Trail","Public",NA,"SUTH02, NA",2024-03-04 08:30:47.753763,2024-03-05 17:09:04.972288,"EXISTING"
"Iron River Area","Sutherland Rd","DEAD230a",NA,NA,"Trail","Public",NA,"DEAD230, NA",2024-03-04 08:30:56.26956,2024-03-05 17:09:04.987276,"EXISTING"
"Iron River Area","Sutherland Rd","DEAD231","Sutherland Rd",NA,"Trail","Public",NA,"SUTH02, SUTH03, NA",2024-03-04 08:32:00.659914,2024-03-05 17:09:05.109209,"EXISTING"
"Iron River Area","Sutherland Rd","DEAD231a",NA,NA,"Trail","Public",NA,"DEAD231, DEAD231",2024-03-04 08:32:09.552061,2024-03-05 17:09:05.124201,"EXISTING"
"Iron River Area","Banana Belt Rd / Stephans Rd","DEAD232","Unnamed from Banana Belt Rd to Webster Rd","Private property (marked)","Trail","Public",NA,"TRBB20, NA",2023-12-25 15:40:28.63184,2024-03-05 17:09:05.138205,"EXISTING"
"Iron River Area","Pero Rd","DEAD233","Pero Rd",NA,"Trail","Public",NA,"PERO12, NA",2023-12-25 15:43:19.674662,2024-03-05 17:09:05.150198,"EXISTING"
"Iron River Area","Pero Rd","DEAD234","Pero Rd",NA,"Offroad","Public",NA,"PERO11, NA",2023-12-25 16:30:15.389351,2024-03-05 17:09:05.160177,"EXISTING"
"Iron River Area","Pero Rd","DEAD235","Pero Rd",NA,"Trail","Public",NA,"PERO11, NA",2023-12-25 16:30:14.893629,2024-03-05 17:09:05.173189,"EXISTING"
"Iron River Area","Pero Rd","DEAD236","Pero Rd","North Country Trail","Offroad","Public",NA,"PERO10, PERO11, DEAD236a, NCTBF013, NCTBF014",2023-12-25 16:30:15.588583,2024-03-05 17:09:05.185183,"EXISTING"
"Iron River Area","Pero Rd","DEAD236a","North Country Trail",NA,"Trail","Public",NA,"DEAD236, NCTBF013, NCTBF014, NA",2023-12-25 16:31:46.654531,2024-03-05 17:09:05.282106,"EXISTING"
"Iron River Area","FR448","DEAD237","FR448",NA,"Offroad","Public",NA,"FR44801, NA",2023-12-26 18:59:25.177006,2024-03-05 17:09:05.296114,"EXISTING"
"Iron River Area","FR448","DEAD238","FR448",NA,"Trail","Public",NA,"FR44801, NA",2023-12-26 18:59:18.161612,2024-03-05 17:09:05.3221,"EXISTING"
"Iron River Area","Pero Rd","DEAD239","Unnamed off Pero Rd",NA,"Offroad","Public",NA,"TRPO11, DEAD239a",2024-02-27 08:24:54.636995,2024-03-05 17:09:05.338089,"EXISTING"
"Iron River Area","Pero Rd","DEAD239a",NA,NA,"Offroad","Public",NA,"DEAD239, NA",2024-02-27 08:25:04.648279,2024-03-05 17:09:05.34907,"EXISTING"
"Iron River Area","Pero Rd","DEAD239b",NA,NA,"Trail","Public",NA,"DEAD239, NA",2024-02-27 08:25:14.658903,2024-03-05 17:09:05.360062,"EXISTING"
"Iron River Area","Pero Rd","DEAD240","Pero Rd",NA,"Offroad","Public",NA,"PERO07, NA",2023-12-29 16:35:26.715239,2024-03-05 17:09:05.373055,"EXISTING"
"Iron River Area","Pero Rd","DEAD241","Unnamed off Pero Rd",NA,"Offroad","Public",NA,"TRPO15, NA",2023-12-28 10:47:25.659832,2024-03-05 17:09:05.389048,"EXISTING"
"Iron River Area","Pero Rd","DEAD242","Unnamed off Pero Rd",NA,"Trail","Public",NA,"TRPO15, NA",2023-12-28 10:51:02.465338,2024-03-05 17:09:05.522968,"EXISTING"
"Iron River Area","Pero Rd","DEAD243","Unnamed off Pero Rd",NA,"Trail","Public",NA,"TRPO15, NA",2023-12-28 10:47:11.248055,2024-03-05 17:09:05.539961,"EXISTING"
"Iron River Area","Pero Rd","DEAD244","Pero Rd",NA,"Offroad","Public",NA,"PERO04, DEAD244a",2023-12-29 16:36:08.321201,2024-03-05 17:09:05.550953,"EXISTING"
"Iron River Area","Pero Rd","DEAD244a",NA,NA,"Trail","Public",NA,"DEAD244, NA",2023-12-29 16:37:25.707058,2024-03-05 17:09:05.565945,"EXISTING"
"Iron River Area","Pero Rd","DEAD245","Pero Rd",NA,"Offroad","Public",NA,"PERO04, NA",2023-12-29 16:36:07.914946,2024-03-05 17:09:05.579935,"EXISTING"
"Iron River Area","Pero Rd","DEAD246","Unnamed off Pero Rd",NA,"Trail","Public",NA,"TRPO25, DEAD246a",2024-03-01 20:31:52.659842,2024-03-05 17:09:05.594927,"EXISTING"
"Iron River Area","Pero Rd","DEAD246a",NA,NA,"Trail","Public",NA,"DEAD246, NA",2024-03-01 20:32:06.201506,2024-03-05 17:09:05.605921,"EXISTING"
"Iron River Area","Pero Rd","DEAD247","Unnamed off Pero Rd",NA,"Trail","Public",NA,"TRPO33, NA",2023-12-29 16:38:16.078983,2024-03-05 17:09:05.707876,"EXISTING"
"Iron River Area","Pero Rd","DEAD248","Unnamed off Pero Rd",NA,"Offroad","Public",NA,"TRPO51, DEAD248a",2023-12-29 16:38:14.776817,2024-03-05 17:09:05.71987,"EXISTING"
"Iron River Area","Pero Rd","DEAD248a",NA,NA,"Trail","Public",NA,"DEAD248, NA",2023-12-29 16:38:13.953997,2024-03-05 17:09:05.730848,"EXISTING"
"Iron River Area","Lindgren Rd","DEAD249","Unnamed from Lindgren Rd to Pero and Troy Pit Rd",NA,"Offroad","Public",NA,"TRLN02, NA",2024-02-27 09:03:02.623238,2024-03-05 17:09:05.745855,"EXISTING"
"Iron River Area","Lindgren Rd","DEAD249a",NA,NA,"Offroad","Public",NA,"DEAD249, NA",2024-01-01 16:01:03.326427,2024-03-05 17:09:05.757835,"EXISTING"
"Iron River Area","Lindgren Rd","DEAD250","Unnamed from Lindgren Rd to Pero and Troy Pit Rd",NA,"Offroad","Public",NA,"TRLN02, NA",2024-01-01 16:01:02.542114,2024-03-05 17:09:05.770826,"EXISTING"
"Iron River Area","Gallagher Rd","DEAD251","Gallagher Rd",NA,"Offroad","Public",NA,"GLGR01, NA",2024-02-27 16:59:45.707998,2024-03-05 17:09:05.78182,"EXISTING"
"Iron River Area","Lindgren Rd","DEAD252","Unnamed from Lindgren Rd to Troy Pit Rd",NA,"Trail","Public",NA,"TRLN09, NA",2024-01-01 16:02:08.401863,2024-03-05 17:09:05.793814,"EXISTING"
"Iron River Area","Lindgren Rd","DEAD253","Unnamed from Lindgren Rd to Troy Pit Rd",NA,"Trail","Public",NA,"TRLN09, NA",2024-01-01 16:01:04.610659,2024-03-05 17:09:05.810818,"EXISTING"
"Iron River Area","FR242","DEAD254","FR242",NA,"Trail","Public",NA,"FR24219, NA",2024-01-04 10:25:34.910971,2024-03-05 17:09:05.936731,"EXISTING"
"Iron River Area","FR242","DEAD255","FR242","Parking area","Offroad","Public",NA,"FR24219, FR24220, NA",2024-01-04 10:26:39.702631,2024-03-05 17:09:05.950726,"EXISTING"
"Iron River Area","FR242","DEAD256","FR242",NA,"Trail","Public",NA,"FR24220, NA",2024-01-04 10:25:45.380377,2024-03-05 17:09:05.968712,"EXISTING"
"Iron River Area","FR248","DEAD257","FR248",NA,"Trail","Public",NA,"FR24804, NA",2024-01-08 21:47:57.10041,2024-03-05 17:09:05.982706,"EXISTING"
"Iron River Area","FR1855","DEAD258","FR1855",NA,"Offroad","Public",NA,"FR185501, NA",2024-02-02 14:40:07.916899,2024-03-05 17:09:05.9937,"EXISTING"
"Iron River Area","Deadend near Moore Rd","DEAD259","Unnamed off Moore Rd",NA,"Offroad","Public",NA,"TRMR15, NA",2024-02-03 18:26:55.64057,2024-03-05 17:09:06.008688,"EXISTING"
"Iron River Area","County Line Rd","DEAD260","County Line Rd",NA,"Offroad","Public",NA,"BDCL15, NA",2024-02-23 08:58:10.577993,2024-03-05 17:09:06.024679,"EXISTING"
"Iron River Area","County Line Rd","DEAD261","County Line Rd",NA,"Offroad","Public",NA,"BDCL16, NA",2024-02-23 17:05:25.946598,2024-03-05 17:09:06.135614,"EXISTING"
"Iron River Area","Huffgard Rd","DEAD262","Huffgard Rd",NA,"Offroad","Public",NA,"HGRD12, NA",2024-02-23 09:07:08.768885,2024-03-05 17:09:06.150606,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD263","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL08, NA",2024-02-23 09:10:22.312098,2024-03-05 17:09:06.164598,"EXISTING"
"Iron River Area","Moreland Lake Rd","DEAD264","Moreland Lake Rd",NA,"Offroad","Public",NA,"MRLD11, MRLD12, DEAD264a",2024-02-23 09:16:42.519596,2024-03-05 17:09:06.184587,"EXISTING"
"Iron River Area","Moreland Lake Rd","DEAD264a",NA,NA,"Trail","Public",NA,"DEAD264, NA",2024-02-23 09:16:55.059452,2024-03-05 17:09:06.19858,"EXISTING"
"Iron River Area","Moreland Lake Rd","DEAD265","Moreland Lake Rd",NA,"Offroad","Public",NA,"MRLD10, MRLD11, DEAD265a",2024-02-23 09:21:45.553049,2024-03-05 17:09:06.209574,"EXISTING"
"Iron River Area","Moreland Lake Rd","DEAD265a",NA,NA,"Trail","Public",NA,"DEAD265, NA",2024-02-23 09:21:57.510262,2024-03-05 17:09:06.222565,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD266","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL08, NA",2024-02-28 20:22:40.107332,2024-03-05 17:09:06.328505,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD266a",NA,NA,"Offroad","Public",NA,"DEAD266, NA",2024-02-28 20:22:49.693457,2024-03-05 17:09:06.340498,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD267","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL12, NA",2024-02-23 10:35:37.075693,2024-03-05 17:09:06.353506,"EXISTING"
"Iron River Area","Gallagher Rd","DEAD268","Unnamed off Pero Rd",NA,"Trail","Public",NA,"TRPO36, NA",2024-02-27 17:02:44.409039,2024-03-05 17:09:06.364485,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD269","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL01, NA",2024-02-28 20:23:23.162102,2024-03-05 17:09:06.379477,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD270","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL01, NA",2024-02-28 20:23:22.959547,2024-03-05 17:09:06.389471,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD271","Hughes Town Line Rd",NA,"Trail","Public",NA,"HUTL01, NA",2024-02-28 20:25:00.895233,2024-03-05 17:09:06.401463,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD272","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL02, NA",2024-02-28 20:25:00.608334,2024-03-05 17:09:06.415468,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD273","Hughes Town Line Rd",NA,"Trail","Public",NA,"HUTL02, NA",2024-02-28 20:25:00.572327,2024-03-05 17:09:06.429461,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD274","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL04, NA",2024-02-28 20:24:59.344507,2024-03-05 17:09:06.608343,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD275","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL04, NA",2024-02-28 20:24:59.307346,2024-03-05 17:09:06.632328,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD276","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL07, NA",2024-02-28 20:24:57.938229,2024-03-05 17:09:06.766251,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD277","Hughes Town Line Rd",NA,"Offroad","Public",NA,"HUTL08, NA",2024-02-28 20:24:57.103161,2024-03-05 17:09:06.783257,"EXISTING"
"Iron River Area","Unnamed off Hughes Town Line Rd","DEAD278","Unnamed off Hughes Town Line Rd",NA,"Offroad","Public",NA,"TRHL15, NA",2024-02-28 20:24:55.698233,2024-03-05 17:09:06.796249,"EXISTING"
"Iron River Area","Unnamed off Hughes Town Line Rd","DEAD279","Unnamed off Hughes Town Line Rd",NA,"Offroad","Public",NA,"TRHL15, NA",2024-02-28 20:24:54.072279,2024-03-05 17:09:06.808228,"EXISTING"
"Iron River Area","Silver Lake trail","DEAD280",NA,NA,"Trail","Public","Happles Lake overlook","SLVR03, NA",2024-02-29 07:48:08.966871,2024-03-05 17:09:06.820221,"EXISTING"
"Iron River Area","Basswood Trust trails","DEAD281",NA,"Private land boundary","Trail","Public",NA,"BWDT05, SQRL03, NA",2024-02-29 08:28:58.992573,2024-03-05 17:09:06.832233,"EXISTING"
"Iron River Area","Basswood Trust trails","DEAD282",NA,"Private land boundary","Trail","Public",NA,"BWDT16, NA",2024-02-29 08:30:33.063185,2024-03-05 17:09:06.933155,"EXISTING"
"Iron River Area","Unnamed off Lake Ahmeek Rd","DEAD283","Lake Ahmeek Rd","Private property (unmarked)","Trail","Public",NA,"AHMK07, NA",2024-02-29 11:45:37.759857,2024-03-05 17:09:06.946148,"EXISTING"
"Iron River Area","Unnamed off Lake Ahmeek Rd","DEAD284","Lake Ahmeek Rd",NA,"Trail","Public",NA,"AHMK07, AHMK08, ATV2501, DEAD283",2024-02-29 11:45:12.184105,2024-03-05 17:09:06.959143,"EXISTING"
"Iron River Area","Unnamed off FR1290","DEAD285","Unnamed off FR1290","Private property (unmarked)","Trail","Public",NA,"TR129004, NA",2024-03-03 10:14:47.743345,2024-03-05 17:09:06.970627,"EXISTING"
"Iron River Area","Hughes Town Line Rd","DEAD286","Hughes Town Line Rd",NA,"Trail","Public",NA,"HUTL04, NA",2024-03-04 10:04:00.107351,2024-03-05 17:09:06.984621,"EXISTING"
"Iron River Area","Unnamed from Webster Rd to Hughes Town Line Rd","DEAD287","Unnamed from Webster Rd to Hughes Town Line Rd",NA,"Offroad","Public",NA,"TRWB21, NA",2024-03-04 10:13:08.874287,2024-03-05 17:09:07.00561,"EXISTING"
"Iron River Area","Unnamed from Webster Rd to Hughes Town Line Rd","DEAD288","Unnamed from Webster Rd to Hughes Town Line Rd",NA,"Offroad","Public",NA,"TRWB21, NA",2024-03-04 10:13:08.683392,2024-03-05 17:09:07.022598,"EXISTING"
"Iron River Area","Unnamed from Webster Rd to Hughes Town Line Rd","DEAD288a",NA,NA,"Offroad","Public",NA,"DEAD288, NA",2024-03-04 10:13:19.461121,2024-03-05 17:09:07.038589,"EXISTING"
"Iron River Area","Unnamed from Webster Rd to Hughes Town Line Rd","DEAD288b",NA,NA,"Offroad","Public",NA,"DEAD288, NA",2024-03-04 10:13:27.969433,2024-03-05 17:09:07.069578,"EXISTING"
"Iron River Area","N Church Rd","DEAD289","N Church Rd",NA,"Offroad","Public",NA,"NCHU01, NA",2024-03-04 10:33:53.283319,2024-03-05 17:09:07.176512,"EXISTING"
"Iron River Area","N Church Rd","DEAD290","N Church Rd",NA,"Offroad","Public",NA,"NCHU01, DEAD290a",2024-03-04 10:34:05.598799,2024-03-05 17:09:07.189503,"EXISTING"
"Iron River Area","N Church Rd","DEAD290a",NA,NA,"Trail","Public",NA,"DEAD290, NA",2024-03-04 10:34:14.483725,2024-03-05 17:09:07.204494,"EXISTING"
"Iron River Area","N Church Rd","DEAD291","N Church Rd",NA,"Offroad","Public",NA,"NCHU02, NA",2024-03-04 10:34:25.488516,2024-03-05 17:09:07.224483,"EXISTING"
"Iron River Area","Wills Rd","DEAD292","Wills Rd",NA,"Offroad","Public",NA,"WLLS11, NA",2024-03-04 16:01:50.57815,2024-03-05 17:09:07.237474,"EXISTING"
"Iron River Area","Wills Rd","DEAD293","Wills Rd",NA,"Offroad","Public",NA,"WLLS11, NA",2024-03-04 16:05:28.525291,2024-03-05 17:09:07.256466,"EXISTING"
"Iron River Area","Wills Rd","DEAD294","Wills Rd",NA,"Offroad","Public",NA,"WLLS11, NA",2024-03-04 16:06:26.925817,2024-03-05 17:09:07.375401,"EXISTING"
"Iron River Area","Wills Rd","DEAD295","Wills Rd",NA,"Offroad","Public",NA,"WLLS11, NA",2024-03-04 16:07:58.975023,2024-03-05 17:09:07.388393,"EXISTING"
"Iron River Area","Troy Pit Rd","DEAD296","Troy Pit Rd",NA,"Trail","Public",NA,"TRYP01, NA",2024-03-04 16:20:57.410957,2024-03-05 17:09:07.399395,"EXISTING"
"Iron River Area","Troy Pit Rd","DEAD297","Troy Pit Rd",NA,"Offroad","Public",NA,"TRYP01, NA",2024-03-04 16:22:11.891088,2024-03-05 17:09:07.411379,"EXISTING"
"Iron River Area","Troy Pit Rd","DEAD298","Troy Pit Rd",NA,"Offroad","Public",NA,"TRYP02, NA",2024-03-04 16:23:49.577652,2024-03-05 17:09:07.423372,"EXISTING"
"Iron River Area","S Shore Grade Rd","DEAD299","S Shore Grade Rd",NA,"Offroad","Public",NA,"SHRG04, NA",2024-03-04 17:01:12.839226,2024-03-05 17:09:07.439367,"EXISTING"
"Iron River Area","Delta Lake Nature Trail","DLNT01","Scenic Dr","end of Delta Lake Nature Trail","Trail","Public",NA,"SCNC10, SCNC11, NA",2023-01-16 21:39:54.815928,2024-03-05 17:09:07.456354,"EXISTING"
"Iron River Area","Delta Lake Rd","DLTL01","Cty Rd H","Delta Trail Rd","Gravel","Public",NA,"CTYH31, CTYH32, DLTL02, DRTR01",2023-01-16 21:39:54.816929,2024-03-05 17:09:07.586279,"EXISTING"
"Iron River Area","Delta Lake Rd","DLTL02","Delta Trail Rd","end of Delta Lake Rd","Gravel","Public",NA,"DLTL01, DRTR01, NA",2023-01-16 21:39:54.817926,2024-03-05 17:09:07.619259,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE01","E Crystal Lake Rd","Simpson Lake Rd","Paved","Public",NA,"CRLE01, DPLE02, SMPL01",2023-01-16 21:39:54.818924,2024-03-05 17:09:07.634251,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE02","Simpson Lake Rd","Deep Lake Lodge entrance [North]","Paved","Public",NA,"DPLE01, SMPL01, DPLE03, DPLL01",2023-01-16 21:39:54.820923,2024-03-05 17:09:07.646244,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE03","Deep Lake Lodge entrance [North]","Deep Lake Lodge entrance [South]","Paved","Public",NA,"DPLE02, DPLL01, DPLE04, DPLL01",2023-01-16 21:39:54.821922,2024-03-05 17:09:07.657238,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE04","Deep Lake Lodge entrance [South]","Wilson Rd","Paved","Public",NA,"DPLE03, DPLL01, DPLE05, WLSN01",2023-01-16 21:39:54.822924,2024-03-05 17:09:07.754183,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE05","Wilson Rd","Orlowski Rd","Paved","Public",NA,"DPLE04, WLSN01, DPLE06, ORLW04, ORLW05",2023-01-16 21:39:54.824921,2024-03-05 17:09:07.765177,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE06","Orlowski Rd","ATV/Snow Trail 21","Paved","Public",NA,"DPLE05, ORLW04, ORLW05, DPLE07",2023-01-16 21:39:54.82592,2024-03-05 17:09:07.781178,"EXISTING"
"Iron River Area","E Deep Lake Rd","DPLE07","ATV/Snow Trail 21","Iron Lake Rd","Paved","Public",NA,"DPLE06, IRNL05, IRNL06",2023-01-16 21:39:54.82692,2024-03-05 17:09:07.795158,"EXISTING"
"Iron River Area","Deep Lake Lodge","DPLL01","E Deep Lake Rd","E Deep Lake Rd","Paved","Public",NA,"DPLE02, DPLE03, DPLE03, DPLE04",2023-01-16 21:39:54.827919,2024-03-05 17:09:07.807152,"EXISTING"
"Iron River Area","W Deep Lake Rd","DPLW01","E Crystal Lake Rd","ATV/Snow Trail 22","Paved","Public",NA,"NA, DPLW02",2023-01-16 21:39:54.829918,2024-03-05 17:09:07.826141,"EXISTING"
"Iron River Area","W Deep Lake Rd","DPLW02","ATV/Snow Trail 22","Orlowski Rd","Paved","Public",NA,"DPLW01, NA",2023-01-16 21:39:54.830933,2024-03-05 17:09:07.838135,"EXISTING"
"Iron River Area","Delta Park Rd","DPRK01","Scenic Dr","Delta Park Rd","Gravel","Public",NA,"SCNC08, SCNC09, NA",2023-01-16 21:39:54.831917,2024-03-05 17:09:07.851126,"EXISTING"
"Iron River Area","Deer Trail Rd","DRTR01","Delta Lake Rd","Sleeping Fawn Rd","Gravel","Public",NA,"DLTL01, DLTL02, DRTR02, SLPF01",2023-01-16 21:39:54.832916,2024-03-05 17:09:07.86212,"EXISTING"
"Iron River Area","Deer Trail Rd","DRTR02","Sleeping Fawn Rd","end of Deer Trail Rd","Gravel","Public",NA,"DRTR01, SLPF01, NA",2023-01-16 21:39:54.833918,2024-03-05 17:09:07.956068,"EXISTING"
"Iron River Area","Dry Well Lake Trail","DRYW01","Reynard Lake Rd","Dry Well Lake","Trail","Public",NA,"RYND02, RYND03, NA",2023-01-16 21:39:54.834915,2024-03-05 17:09:07.973057,"EXISTING"
"Iron River Area","Drummond Woods Trail","DWDS01","North Country Trail","Drummond Woods Trail","Trail","Public",NA,"NCDTBF48, NCTBF053, DWDS02, DWDS03",2024-02-04 08:58:35.38341,2024-03-05 17:09:07.994045,"EXISTING"
"Iron River Area","Drummond Woods Trail","DWDS02","Drummond Woods Trail","North Country Trail","Trail","Public",NA,"DWDS01, DWDS03, NCDTBF47, NCTBF052",2024-02-04 08:58:21.58782,2024-03-05 17:09:08.008038,"EXISTING"
"Iron River Area","Drummond Woods Trail","DWDS03","Old US Hwy 63","Drummond Woods Trail","Trail","Public",NA,"NA, DWDS01, DWDS02",2024-02-04 08:58:35.421629,2024-03-05 17:09:08.04002,"EXISTING"
"Iron River Area","E Bass Rd","EBLK01","Cty Rd H","end of E Bass Rd","Paved","Public",NA,"CTYH17, CTYH18, NA",2023-01-16 21:39:54.835915,2024-03-05 17:09:08.057009,"EXISTING"
"Iron River Area","Edith Ln","EDTH01","Orlowski Rd","Private driveway","Paved","Public",NA,"ORLW04, ORLW05, NA",2023-01-16 21:39:54.837914,2024-03-05 17:09:08.072001,"EXISTING"
"Iron River Area","Eagle Lake Rd","EGLK01","County Rd H","unnamed lake trail","Paved","Public",NA,"CTYH22, CTYH23, EGLK02, ELKT01",2023-01-16 21:39:54.838913,2024-03-05 17:09:08.183935,"EXISTING"
"Iron River Area","Eagle Lake Rd","EGLK02","Unnamed lake trail","Ledin Rd [West]","Paved","Public",NA,"EGLK01, ELKT01, EGLK03, LEDN02",2023-01-16 21:39:54.840916,2024-03-05 17:09:08.194929,"EXISTING"
"Iron River Area","Eagle Lake Rd","EGLK03","Ledin Rd [West]","Ledin Rd [East]","Paved","Public",NA,"EGLK02, LEDN02, EGLK04, LEDN01",2023-01-16 21:39:54.841911,2024-03-05 17:09:08.204922,"EXISTING"
"Iron River Area","Eagle Lake Rd","EGLK04","Ledin Rd [East]","Eagle Shores Rd","Paved","Public",NA,"EGLK03, LEDN01, EGLK05, EGLS02",2023-01-16 21:39:54.842926,2024-03-05 17:09:08.219913,"EXISTING"
"Iron River Area","Eagle Lake Rd","EGLK05","Eagle Shores Rd","Scenic Dr","Paved","Public",NA,"EGLK04, EGLS02, SCNC03, SCNC04",2023-01-16 21:39:54.84491,2024-03-05 17:09:08.238903,"EXISTING"
"Iron River Area","Eagle Shores Rd","EGLS01","Ledin Rd","Ogle-Hagstrom Driveway","Gravel","Private",NA,"LEDN03, LEDN04, EGLS02, OGLE01",2023-01-16 21:39:54.84491,2024-03-05 17:09:08.252893,"EXISTING"
